date,stock1,stock2,stock3,stock4,lot1,lot2,lot3,lot4,value1,value2,value3,value4,stock_value_total,cash,accrued_fee,nav,is_rebalance,is_payfee
2019-02-07,2573042,2572286,1232815,2572066,15,6,2,8,28270.029,26318.6064,19292.3816,27755.264,101636.28099999999,10952.852213698638,5.581019424653065,112583.55219427397,False,False
2019-02-08,2573042,2572286,1232815,2572066,15,6,2,8,28270.029,26664.903599999998,19239.8298,27660.5096,101835.27200000001,10952.852213698638,5.73551605916577,112782.38869763949,False,False
2019-02-09,2573042,2572286,1232815,2572066,15,6,2,8,28270.029,26664.903599999998,19239.8298,27660.5096,101835.27200000001,10952.852213698638,5.890012482039248,112782.23420121662,False,False
2019-02-10,2573042,2572286,1232815,2572066,15,6,2,8,28270.029,26664.903599999998,19239.8298,27660.5096,101835.27200000001,10952.852213698638,6.044508693273792,112782.07970500538,False,False
2019-02-11,2573042,2572286,1232815,2572066,15,6,2,8,27714.2025,26993.289,19323.5236,27826.3304,101857.3455,10952.852213698638,6.199034930540923,112803.9986787681,False,False
2019-02-12,2573042,2572286,1232815,2572066,15,6,2,8,27946.2195,27405.264000000003,19753.6704,28497.5104,103602.6643,10952.852213698638,6.355951803799509,114549.16056189485,False,False
2019-02-13,2573042,2572286,1232815,2572066,15,6,2,8,27946.2195,27566.471400000002,19800.3832,28244.8312,103557.9053,10952.852213698638,6.512807148404844,114504.24470655023,False,False
2019-02-14,2573042,2572286,1232815,2572066,15,6,2,8,28322.4015,27435.117,19858.7742,28213.2456,103829.53829999999,10952.852213698638,6.670034378139845,114775.72047932049,False,False
2019-02-15,2573042,2572286,1232815,2572066,15,6,2,8,28322.4015,26921.641200000002,19959.9852,28094.802399999997,103298.8303,10952.852213698638,6.8265343952348045,114244.85597930341,False,False
2019-02-16,2573042,2572286,1232815,2572066,15,6,2,8,28322.4015,26921.641200000002,19959.9852,28094.802399999997,103298.8303,10952.852213698638,6.983034197946179,114244.6994795007,False,False
2019-02-17,2573042,2572286,1232815,2572066,15,6,2,8,28322.4015,26921.641200000002,19959.9852,28094.802399999997,103298.8303,10952.852213698638,7.139533786274263,114244.54297991237,False,False
2019-02-18,2573042,2572286,1232815,2572066,15,6,2,8,28322.4015,26921.641200000002,19959.9852,28094.802399999997,103298.8303,10952.852213698638,7.2960331602193484,114244.38648053842,False,False
2019-02-19,2573042,2572286,1232815,2572066,15,6,2,8,28322.4015,27357.4986,19936.6288,28473.821600000003,104090.3505,10952.852213698638,7.453616594028305,115035.74909710462,False,False
2019-02-20,2573042,2572286,1232815,2572066,15,6,2,8,28322.4015,27554.5302,20117.641,28456.449600000004,104451.02230000001,10952.852213698638,7.611693882928448,115396.26281981573,False,False
2019-02-21,2573042,2572286,1232815,2572066,15,6,2,8,28322.4015,27536.6178,19993.0734,28185.1352,104037.22790000001,10952.852213698638,7.769204113640525,114982.31090958501,False,False
2019-02-22,2573042,2572286,1232815,2572066,15,6,2,8,28917.6495,28629.246,20277.243000000002,29121.3128,106945.4513,10952.852213698638,7.930697996256395,117890.37281570239,False,False
2019-02-23,2573042,2572286,1232815,2572066,15,6,2,8,28917.6495,28629.246,20277.243000000002,29121.3128,106945.4513,10952.852213698638,8.092191657647769,117890.211322041,False,False
2019-02-24,2573042,2572286,1232815,2572066,15,6,2,8,28917.6495,28629.246,20277.243000000002,29121.3128,106945.4513,10952.852213698638,8.253685097814948,117890.04982860082,False,False
2019-02-25,2573042,2572286,1232815,2572066,15,6,2,8,29368.308,29220.3402,20462.1478,29452.9544,108503.7504,10952.852213698638,8.417312973059607,119448.18530072558,False,False
2019-02-26,2573042,2572286,1232815,2572066,15,6,2,8,29368.308,28838.218800000002,20329.7948,29754.196000000004,108290.51760000002,10952.852213698638,8.580648524430464,119234.78916517424,False,False
2019-02-27,2573042,2572286,1232815,2572066,15,6,2,8,29368.308,28557.598199999997,20121.533600000002,30147.8232,108195.26299999999,10952.852213698638,8.743853366300565,119139.37136033234,False,False
2019-02-28,2573042,2572286,1232815,2572066,15,6,2,8,28307.478000000003,28456.0974,20111.8018,29895.144,106770.5212,10952.852213698638,8.9051062835065,117714.46830741514,False,False
2019-03-01,2573042,2572286,1232815,2572066,15,6,2,8,28621.996499999997,28557.598199999997,20296.706599999998,30277.0056,107753.3069,10952.852213698638,9.06770526159885,118697.09140843705,False,False
2019-03-02,2573042,2572286,1232815,2572066,15,6,2,8,28621.996499999997,28557.598199999997,20296.706599999998,30277.0056,107753.3069,10952.852213698638,9.230304016952873,118696.92880968169,False,False
2019-03-03,2573042,2572286,1232815,2572066,15,6,2,8,28621.996499999997,28557.598199999997,20296.706599999998,30277.0056,107753.3069,10952.852213698638,9.392902549568875,118696.76621114906,False,False
2019-03-04,2573042,2572286,1232815,2572066,15,6,2,8,28807.695,28850.16,20306.4384,30250.474400000003,108214.7678,10952.852213698638,9.55613299766634,119158.06388070098,False,False
2019-03-05,2573042,2572286,1232815,2572066,15,6,2,8,29428.002,29733.8154,20211.066600000002,30408.399200000003,109781.2832,10952.852213698638,9.7215091336673,120724.41390456498,False,False
2019-03-06,2573042,2572286,1232815,2572066,15,6,2,8,29428.002,29500.9602,19870.4524,30045.172000000002,108844.58660000001,10952.852213698638,9.885601897098212,119787.55321180155,False,False
2019-03-07,2573042,2572286,1232815,2572066,15,6,2,8,28326.343500000003,28300.8606,19654.4058,29207.1448,105488.7547,10952.852213698638,10.045097405744515,116431.5618162929,False,False
2019-03-08,2573042,2572286,1232815,2572066,15,6,2,8,27558.913500000002,27936.650999999998,19648.566600000002,29073.9352,104218.0663,10952.852213698638,10.202852026862725,115160.71566167178,False,False
2019-03-09,2573042,2572286,1232815,2572066,15,6,2,8,27558.913500000002,27936.650999999998,19648.566600000002,29073.9352,104218.0663,10952.852213698638,10.360606431878715,115160.55790726678,False,False
2019-03-10,2573042,2572286,1232815,2572066,15,6,2,8,27558.913500000002,27936.650999999998,19648.566600000002,29073.9352,104218.0663,10952.852213698638,10.518360620792778,115160.40015307786,False,False
2019-03-11,2573042,2572286,1232815,2572066,15,6,2,8,28016.612999999998,28885.9842,20067.0354,29950.417599999997,106920.0502,10952.852213698638,10.679815941413434,117862.22259775722,False,False
2019-03-12,2573042,2572286,1232815,2572066,15,6,2,8,28299.734999999997,28915.837199999998,20166.300000000003,30282.059199999996,107663.9314,10952.852213698638,10.842290056204883,118605.94132364244,False,False
2019-03-13,2573042,2572286,1232815,2572066,15,6,2,8,28257.921,28981.5144,20248.0474,30292.3248,107779.8076,10952.852213698638,11.004922682949598,118721.6548910157,False,False
2019-03-14,2573042,2572286,1232815,2572066,15,6,2,8,28257.921,28617.304799999998,20135.1582,30055.990400000002,107066.3744,10952.852213698638,11.16657778115647,118008.06003591749,False,False
2019-03-15,2573042,2572286,1232815,2572066,15,6,2,8,28257.921,29071.074,20674.301600000003,30256.3968,108259.6934,10952.852213698638,11.329867341479645,119201.21574635716,False,False
