date,stock1,stock2,stock3,stock4,lot1,lot2,lot3,lot4,value1,value2,value3,value4,stock_value_total,cash,accrued_fee,nav,is_rebalance,is_payfee
2019-09-18,3695,8893,2572065,2572067,10,7,4,12,27885.821,26692.796199999997,23737.3072,29442.75,107758.67439999999,11723.93361369866,41.66147678395145,119440.94653691471,False,False
2019-09-19,3695,8893,2572065,2572067,10,7,4,12,27895.306,26774.7179,23850.8268,29384.6316,107905.4823,11723.93361369866,41.82529562564585,119587.59061807302,False,False
2019-09-20,3695,8893,2572065,2572067,10,7,4,12,27762.516000000003,26665.4892,24008.2368,29128.9116,107565.15359999999,11723.93361369866,41.98864803923225,119247.09856565943,False,False
2019-09-21,3695,8893,2572065,2572067,10,7,4,12,27762.516000000003,26665.4892,24008.2368,29128.9116,107565.15359999999,11723.93361369866,42.15200022904823,119246.93521346961,False,False
2019-09-22,3695,8893,2572065,2572067,10,7,4,12,27762.516000000003,26665.4892,24008.2368,29128.9116,107565.15359999999,11723.93361369866,42.31535219509408,119246.77186150357,False,False
2019-09-23,3695,8893,2572065,2572067,10,7,4,12,27506.422000000002,26679.1427,23888.4472,29140.534799999998,107214.54669999999,11723.93361369866,42.478223653945456,118896.0020900447,False,False
2019-09-24,3695,8893,2572065,2572067,10,7,4,12,27345.177,26426.551199999998,23756.659200000002,28605.845999999998,106134.2334,11723.93361369866,42.63961500845237,117815.52739869022,False,False
2019-09-25,3695,8893,2572065,2572067,10,7,4,12,27487.452,26522.126399999997,23652.158,28733.7072,106395.4436,11723.93361369866,42.80136396406701,118076.5758497346,False,False
2019-09-26,3695,8893,2572065,2572067,10,7,4,12,27563.332,26481.1652,23613.4536,28671.0552,106329.006,11723.93361369866,42.96302168769678,118009.97659201096,False,False
2019-09-27,3695,8893,2572065,2572067,10,7,4,12,27212.388,26255.880699999998,23470.248,28245.5124,105184.02910000001,11723.93361369866,43.12311072837077,116864.83960297029,False,False
2019-09-28,3695,8893,2572065,2572067,10,7,4,12,27212.388,26255.880699999998,23470.248,28245.5124,105184.02910000001,11723.93361369866,43.2831995497447,116864.67951414891,False,False
2019-09-29,3695,8893,2572065,2572067,10,7,4,12,27212.388,26255.880699999998,23470.248,28245.5124,105184.02910000001,11723.93361369866,43.44328815181888,116864.51942554684,False,False
2019-09-30,2573062,2572286,3695,2572067,15,6,10,12,27559.125,27321.675,27288.268,28419.8676,110588.9356,6879.967513698659,43.60414494610045,117425.29896875256,True,False
2019-10-01,2573062,2572286,3695,2572067,15,6,10,12,27343.4925,27142.7346,27079.598,28059.534,109625.3591,6879.967513698659,43.763681552222025,116461.56293214644,False,False
2019-10-02,2573062,2572286,3695,2572067,15,6,10,12,27343.7535,27172.4088,26188.011,27652.7052,108356.87849999999,6879.967513698659,43.92148029514277,115192.92453340351,False,False
2019-10-03,2573062,2572286,3695,2572067,15,6,10,12,27808.4055,27662.0016,26538.955,28047.9108,110057.2729,6879.967513698659,44.08160812929812,116893.15880556937,False,False
2019-10-04,2573062,2572286,3695,2572067,15,6,10,12,27828.045,27751.5612,27155.478,28464.0372,111199.1214,6879.967513698659,44.24329992012767,118034.84561377853,False,False
2019-10-05,2573062,2572286,3695,2572067,15,6,10,12,27828.045,27751.5612,27155.478,28464.0372,111199.1214,6879.967513698659,44.404991489461615,118034.6839222092,False,False
2019-10-06,2573062,2572286,3695,2572067,15,6,10,12,27828.045,27751.5612,27155.478,28464.0372,111199.1214,6879.967513698659,44.566682837300256,118034.52223086134,False,False
2019-10-07,2573062,2572286,3695,2572067,15,6,10,12,27812.988,27560.5008,27108.053000000004,28419.8676,110901.4094,6879.967513698659,44.72796613898637,117736.64894755968,False,False
2019-10-08,2573062,2572286,3695,2572067,15,6,10,12,27776.198999999997,27097.7754,26557.925,27787.539599999996,109219.43899999998,6879.967513698659,44.886945150695354,116054.51956854796,False,False
2019-10-09,2573062,2572286,3695,2572067,15,6,10,12,27872.428499999998,27423.175799999997,27070.112999999998,27943.2972,110309.01449999999,6879.967513698659,45.04741651380295,117143.93459718485,False,False
2019-10-10,2573062,2572286,3695,2572067,15,6,10,12,28809.849,28011.2844,27117.538,28164.1476,112102.81899999999,6879.967513698659,45.21034492352512,118937.57616877514,False,False
2019-10-11,2573062,2572286,3695,2572067,15,6,10,12,28742.552999999996,28271.0076,27677.150999999998,28582.5996,113273.3112,6879.967513698659,45.37487652403029,120107.90383717463,False,False
2019-10-12,2573062,2572286,3695,2572067,15,6,10,12,28742.552999999996,28271.0076,27677.150999999998,28582.5996,113273.3112,6879.967513698659,45.53940789914971,120107.7393057995,False,False
2019-10-13,2573062,2572286,3695,2572067,15,6,10,12,28742.552999999996,28271.0076,27677.150999999998,28582.5996,113273.3112,6879.967513698659,45.70393904888368,120107.57477464978,False,False
2019-10-14,2573062,2572286,3695,2572067,15,6,10,12,28836.165,28259.722800000003,27667.667,28629.0936,113392.6484,6879.967513698659,45.86863344884895,120226.74728024982,False,False
2019-10-15,2573062,2572286,3695,2572067,15,6,10,12,29131.269,28509.8334,27544.362,28931.308800000003,114116.7732,6879.967513698659,46.034319574986284,120950.70639412367,False,False
2019-10-16,2573062,2572286,3695,2572067,15,6,10,12,29188.0905,28659.0996,27316.722999999998,28826.6964,113990.6095,6879.967513698659,46.19983264717001,120824.37718105149,False,False
2019-10-17,2573062,2572286,3695,2572067,15,6,10,12,29203.408499999998,28635.2166,27193.418,28756.953599999997,113788.99669999999,6879.967513698659,46.3650693107057,120622.59914438795,False,False
2019-10-18,2573062,2572286,3695,2572067,15,6,10,12,29113.5945,28109.800199999998,26690.714,28536.104400000004,112450.2131,6879.967513698659,46.52847179775281,119283.65214190091,False,False
2019-10-19,2573062,2572286,3695,2572067,15,6,10,12,29113.5945,28109.800199999998,26690.714,28536.104400000004,112450.2131,6879.967513698659,46.69187406096089,119283.4887396377,False,False
2019-10-20,2573062,2572286,3695,2572067,15,6,10,12,29113.5945,28109.800199999998,26690.714,28536.104400000004,112450.2131,6879.967513698659,46.85527610033026,119283.32533759832,False,False
2019-10-21,2573062,2572286,3695,2572067,15,6,10,12,28908.1725,28450.1268,26700.199,28791.8256,112850.3239,6879.967513698659,47.01922601284752,119683.27218768581,False,False
2019-10-22,2573062,2572286,3695,2572067,15,6,10,12,29181.282,28127.712,25988.826,28512.8568,111810.67680000002,6879.967513698659,47.18175152666627,118643.46256217202,False,False
2019-10-23,2573062,2572286,3695,2572067,15,6,10,12,28888.534499999998,28056.064199999997,26026.766,28419.8676,111391.23229999999,6879.967513698659,47.34370223634048,118223.85611146232,False,False
2019-10-24,2573062,2572286,3695,2572067,15,6,10,12,28740.1965,28050.093599999997,26472.56,28605.845999999998,111868.6961,6879.967513698659,47.506306784164394,118701.1573069145,False,False
2019-10-25,2573062,2572286,3695,2572067,15,6,10,12,29395.474500000004,28444.1562,26823.504,28881.211199999998,113544.34590000001,6879.967513698659,47.67120651992729,120376.64220717875,False,False
2019-10-26,2573062,2572286,3695,2572067,15,6,10,12,29395.474500000004,28444.1562,26823.504,28881.211199999998,113544.34590000001,6879.967513698659,47.836106029800135,120376.47730766887,False,False
2019-10-27,2573062,2572286,3695,2572067,15,6,10,12,29395.474500000004,28444.1562,26823.504,28881.211199999998,113544.34590000001,6879.967513698659,48.001005313783246,120376.3124083849,False,False
2019-10-28,2573062,2572286,3695,2572067,15,6,10,12,30025.485,29124.81,26861.444,29384.6316,115396.3706,6879.967513698659,48.16844139201391,122228.16967230666,False,False
2019-10-29,2573062,2572286,3695,2572067,15,6,10,12,30164.526,28575.510599999998,26984.748,29163.7824,114888.567,6879.967513698659,48.33518161951022,121720.19933207915,False,False
2019-10-30,2573062,2572286,3695,2572067,15,6,10,12,30238.4985,28605.3636,27079.598,29264.676,115188.1361,6879.967513698659,48.5023319872254,122019.60128171144,False,False
2019-10-31,2573062,2572286,3695,2572067,15,6,10,12,30636.3795,28527.7452,27127.023,29140.534799999998,115431.6825,6879.967513698659,48.669815751172955,122262.98019794749,False,False
2019-11-01,2573062,2572286,3695,2572067,15,6,10,12,30749.2365,28969.573200000003,27440.027000000002,29582.2344,116741.0711,6879.967513698659,48.83909296870439,123572.19952072996,False,False
2019-11-02,2573062,2572286,3695,2572067,15,6,10,12,30749.2365,28969.573200000003,27440.027000000002,29582.2344,116741.0711,6879.967513698659,49.00836995434923,123572.03024374432,False,False
2019-11-03,2573062,2572286,3695,2572067,15,6,10,12,30749.2365,28969.573200000003,27440.027000000002,29582.2344,116741.0711,6879.967513698659,49.17764670810778,123571.86096699056,False,False
2019-11-04,2573062,2572286,3695,2572067,15,6,10,12,31317.318000000003,29889.0522,27392.602,30035.5572,118634.5294,6879.967513698659,49.34951700847352,125465.14739669018,False,False
2019-11-05,2573062,2572286,3695,2572067,15,6,10,12,31113.207000000002,29727.8448,26994.233,30105.3,117940.5848,6879.967513698659,49.5204364643594,124771.03187723432,False,False
2019-11-06,2573062,2572286,3695,2572067,15,6,10,12,31199.355,29494.9896,26776.078999999998,29792.8548,117263.2784,6879.967513698659,49.690427869122736,124093.55548582954,False,False
2019-11-07,2573062,2572286,3695,2572067,15,6,10,12,31762.4625,30259.2324,27217.13,30233.159999999996,119471.98490000001,6879.967513698659,49.8634446663636,126302.08896903228,False,False
2019-11-08,2573062,2572286,3695,2572067,15,6,10,12,31559.529,30098.025,27316.722999999998,29989.0632,118963.3402,6879.967513698659,50.03576445303351,125793.27194924562,False,False
2019-11-09,2573062,2572286,3695,2572067,15,6,10,12,31559.529,30098.025,27316.722999999998,29989.0632,118963.3402,6879.967513698659,50.20808400364891,125793.099629695,False,False
2019-11-10,2573062,2572286,3695,2572067,15,6,10,12,31559.529,30098.025,27316.722999999998,29989.0632,118963.3402,6879.967513698659,50.38040331821014,125792.92731038044,False,False
2019-11-11,2573062,2572286,3695,2572067,15,6,10,12,30937.506,29692.0212,27572.817,29942.568,118144.91219999999,6879.967513698659,50.55160126247094,124974.32811243618,False,False
2019-11-12,2573062,2572286,3695,2572067,15,6,10,12,30813.1275,29584.549199999998,27639.212,29861.202,117898.0907,6879.967513698659,50.722460860570166,124727.33575283809,False,False
2019-11-13,2573062,2572286,3695,2572067,15,6,10,12,30937.506,29286.0174,27705.606,29744.9664,117674.09580000001,6879.967513698659,50.893013382286384,124503.17030031639,False,False
2019-11-14,2573062,2572286,3695,2572067,15,6,10,12,31276.862999999998,28945.6902,28094.49,29663.8332,117980.87640000001,6879.967513698659,51.06398591776627,124809.7799277809,False,False
2019-11-15,2573062,2572286,3695,2572067,15,6,10,12,31225.671,29106.8976,28350.585,29861.202,118544.3556,6879.967513698659,51.23573010835227,125373.08738359032,False,False
2019-11-16,2573062,2572286,3695,2572067,15,6,10,12,31225.671,29106.8976,28350.585,29861.202,118544.3556,6879.967513698659,51.40747406367226,125372.915639635,False,False
2019-11-17,2573062,2572286,3695,2572067,15,6,10,12,31225.671,29106.8976,28350.585,29861.202,118544.3556,6879.967513698659,51.579217783726556,125372.74389591494,False,False
2019-11-18,2573062,2572286,3695,2572067,15,6,10,12,30779.086499999998,28969.573200000003,28350.585,29930.9448,118030.18950000001,6879.967513698659,51.750256931392194,124858.40675676728,False,False
2019-11-19,2573062,2572286,3695,2572067,15,6,10,12,31749.2385,29327.8116,28331.614999999998,29907.6972,119316.3623,6879.967513698659,51.923057725305576,126144.40675597337,False,False
2019-11-20,2573062,2572286,3695,2572067,15,6,10,12,31212.448500000002,29011.367400000003,28217.795,29717.9988,118159.6097,6879.967513698659,52.0942736899028,124987.48294000876,False,False
2019-11-21,2573062,2572286,3695,2572067,15,6,10,12,31291.002,29172.574800000002,28047.065,29617.1052,118127.747,6879.967513698659,52.26544577242336,124955.44906792624,False,False
2019-11-22,2573062,2572286,3695,2572067,15,6,10,12,30230.5125,29228.6988,28289.122,29760.193199999998,117508.52649999999,6879.967513698659,52.435769373201346,124336.05824432545,False,False
2019-11-23,2573062,2572286,3695,2572067,15,6,10,12,30230.5125,29228.6988,28289.122,29760.193199999998,117508.52649999999,6879.967513698659,52.60609274065933,124335.88792095799,False,False
2019-11-24,2573062,2572286,3695,2572067,15,6,10,12,30230.5125,29228.6988,28289.122,29760.193199999998,117508.52649999999,6879.967513698659,52.77641587479763,124335.71759782385,False,False
2019-11-25,2573062,2572286,3695,2572067,15,6,10,12,30119.619,29483.0484,28677.816,30168.648,118449.1314,6879.967513698659,52.94802727547958,125276.1508864232,False,False
2019-11-26,2573062,2572286,3695,2572067,15,6,10,12,30431.482500000002,29584.549199999998,28806.148,30163.418400000002,118985.5981,6879.967513698659,53.12037332696783,125812.44524037169,False,False
2019-11-27,2573062,2572286,3695,2572067,15,6,10,12,30385.1355,29996.524200000003,28995.563000000002,30281.6304,119658.85310000001,6879.967513698659,53.293641409488885,126485.52697228918,False,False
2019-11-28,2573062,2572286,3695,2572067,15,6,10,12,30385.1355,29996.524200000003,28995.563000000002,30281.6304,119658.85310000001,6879.967513698659,53.46690925465641,126485.35370444402,False,False
2019-11-29,2573062,2572286,3695,2572067,15,6,10,12,28881.9885,29811.433800000003,28959.425,30032.07,117684.9173,6879.967513698659,53.63747284082688,124511.24734085784,False,False
2019-11-30,2573062,2572286,3695,2572067,15,6,10,12,28881.9885,29811.433800000003,28959.425,30032.07,117684.9173,6879.967513698659,53.808036193348606,124511.07677750531,False,False
2019-12-01,2573062,2572286,3695,2572067,15,6,10,12,28881.9885,29811.433800000003,28959.425,30032.07,117684.9173,6879.967513698659,53.9785993122219,124510.90621438644,False,False
2019-12-02,2573062,2572286,3695,2572067,15,6,10,12,28668.580499999996,29769.6396,28407.494,29686.847999999998,116532.56209999998,6879.967513698659,54.14758362867997,123358.38203006997,False,False
2019-12-03,2573062,2572286,3695,2572067,15,6,10,12,28595.2635,29560.6668,28340.341,29651.976000000002,116148.24729999999,6879.967513698659,54.316041255022526,122973.89877244364,False,False
2019-12-04,2573062,2572286,3695,2572067,15,6,10,12,28999.689,29611.4172,28464.404,29791.4604,116866.97059999999,6879.967513698659,54.48548320306697,123692.4526304956,False,False
2019-12-05,2573062,2572286,3695,2572067,15,6,10,12,29350.5675,30115.9368,28463.171,29884.449600000004,117814.12490000001,6879.967513698659,54.65622239064299,124639.43619130804,False,False
2019-12-06,2573062,2572286,3695,2572067,15,6,10,12,29703.148499999996,30336.8508,28492.859,30198.289200000003,118731.14749999999,6879.967513698659,54.828217539672174,125556.28679615898,False,False
2019-12-07,2573062,2572286,3695,2572067,15,6,10,12,29703.148499999996,30336.8508,28492.859,30198.289200000003,118731.14749999999,6879.967513698659,55.00021245309157,125556.11480124557,False,False
2019-12-08,2573062,2572286,3695,2572067,15,6,10,12,29703.148499999996,30336.8508,28492.859,30198.289200000003,118731.14749999999,6879.967513698659,55.1722071309015,125555.94280656775,False,False
2019-12-09,2573062,2572286,3695,2572067,15,6,10,12,28961.853,30062.201399999998,28236.765,30058.8048,117319.62419999999,6879.967513698659,55.34226797954063,124144.24944571912,False,False
2019-12-10,2573062,2572286,3695,2572067,15,6,10,12,29183.115,30121.9074,27971.185999999998,30012.3096,117288.51800000001,6879.967513698659,55.51228598398682,124112.97322771467,False,False
2019-12-11,2573062,2572286,3695,2572067,15,6,10,12,29196.207,30414.4692,27923.761,30186.6648,117721.102,6879.967513698659,55.68289633635355,124545.3866173623,False,False
2019-12-12,2573062,2572286,3695,2572067,15,6,10,12,29719.9065,30868.2384,28122.945,30525.7272,119236.81709999999,6879.967513698659,55.85558277706227,126060.9290309216,False,False
2019-12-13,2573062,2572286,3695,2572067,15,6,10,12,29669.7615,30696.4032,28303.16,30674.8596,119344.1843,6879.967513698659,56.028416059570375,126168.12339763908,False,False
2019-12-14,2573062,2572286,3695,2572067,15,6,10,12,29669.7615,30696.4032,28303.16,30674.8596,119344.1843,6879.967513698659,56.201249105320564,126167.95056459334,False,False
2019-12-15,2573062,2572286,3695,2572067,15,6,10,12,29669.7615,30696.4032,28303.16,30674.8596,119344.1843,6879.967513698659,56.37408191431316,126167.77773178434,False,False
2019-12-16,2573062,2572286,3695,2572067,15,6,10,12,30048.528,31441.4202,28521.314,31117.909200000002,121129.17139999999,6879.967513698659,56.5493596743567,127952.5895540243,False,False
2019-12-17,2573062,2572286,3695,2572067,15,6,10,12,30570.916499999996,31762.1634,28454.919,31106.254800000002,121894.2537,6879.967513698659,56.725685252238925,128717.49552844642,False,False
2019-12-18,2573062,2572286,3695,2572067,15,6,10,12,30191.235000000004,31889.218800000002,28568.739,31132.594800000003,121781.78760000001,6879.967513698659,56.90185652542858,128604.85325717325,False,False
2019-12-19,2573062,2572286,3695,2572067,15,6,10,12,30243.6045,31829.5122,28616.164,31269.42,121958.7007,6879.967513698659,57.078269904000045,128781.58994379466,False,False
2019-12-20,2573062,2572286,3695,2572067,15,6,10,12,29917.864500000003,31560.8334,28673.074,31286.901599999997,121438.67349999999,6879.967513698659,57.253970674881955,128261.38704302379,False,False
2019-12-21,2573062,2572286,3695,2572067,15,6,10,12,29917.864500000003,31560.8334,28673.074,31286.901599999997,121438.67349999999,6879.967513698659,57.42967120507788,128261.2113424936,False,False
2019-12-22,2573062,2572286,3695,2572067,15,6,10,12,29917.864500000003,31560.8334,28673.074,31286.901599999997,121438.67349999999,6879.967513698659,57.60537149458815,128261.03564220408,False,False
2019-12-23,2573062,2572286,3695,2572067,15,6,10,12,30021.033,31552.0254,28758.438000000002,31347.39,121678.8864,6879.967513698659,57.781400602180206,128501.07251309647,False,False
2019-12-24,2573062,2572286,3695,2572067,15,6,10,12,29935.931999999997,31617.7092,28805.862999999998,31409.275200000004,121768.7794,6879.967513698659,57.957552609732396,128590.78936108893,False,False
2019-12-25,2573062,2572286,3695,2572067,15,6,10,12,29935.931999999997,31617.7092,28805.862999999998,31409.275200000004,121768.7794,6879.967513698659,58.133704375980464,128590.61320932268,False,False
2019-12-26,2573062,2572286,3695,2572067,15,6,10,12,30212.445,31993.897200000003,28872.257999999998,31630.7136,122709.3138,6879.967513698659,58.31114430421241,129530.97016939445,False,False
2019-12-27,2573062,2572286,3695,2572067,15,6,10,12,30194.201999999997,31653.536399999997,29014.533,31619.0592,122481.3306,6879.967513698659,58.48827168362254,129302.80984201502,False,False
2019-12-28,2573062,2572286,3695,2572067,15,6,10,12,30194.201999999997,31653.536399999997,29014.533,31619.0592,122481.3306,6879.967513698659,58.665398820392426,129302.63271487826,False,False
2019-12-29,2573062,2572286,3695,2572067,15,6,10,12,30194.201999999997,31653.536399999997,29014.533,31619.0592,122481.3306,6879.967513698659,58.842525714522395,129302.45558798412,False,False
2019-12-30,2573062,2572286,3695,2572067,15,6,10,12,29997.3255,31360.945799999998,28706.271,31329.790800000002,121394.3331,6879.967513698659,59.01816332834155,128215.28245037032,False,False
2019-12-31,2572856,2572065,851607,2572765,10,4,19,7,29569.991,26798.2684,30642.553999999996,28401.0909,115411.9043,13325.04079814916,0.0,128736.94509814915,True,True
2020-01-01,2572856,2572065,851607,2572765,10,4,19,7,29569.991,26798.2684,30642.553999999996,28401.0909,115411.9043,13325.04079814916,0.1763519795865057,128736.76874616956,False,False
2020-01-02,2572856,2572065,851607,2572765,10,4,19,7,29316.731,26884.022800000002,31282.0674,28873.074299999997,116355.8955,13325.04079814916,0.35399685622509414,129680.58230129293,False,False
2020-01-03,2572856,2572065,851607,2572765,10,4,19,7,28967.336,26685.2284,31270.087900000002,28934.6379,115857.2902,13325.04079814916,0.5309584685556324,129181.8000396806,False,False
2020-01-04,2572856,2572065,851607,2572765,10,4,19,7,28967.336,26685.2284,31270.087900000002,28934.6379,115857.2902,13325.04079814916,0.7079198384730031,129181.62307831069,False,False
2020-01-05,2572856,2572065,851607,2572765,10,4,19,7,28967.336,26685.2284,31270.087900000002,28934.6379,115857.2902,13325.04079814916,0.8848809659775383,129181.44611718318,False,False
2020-01-06,2572856,2572065,851607,2572765,10,4,19,7,29214.556,26809.9624,31408.0222,29269.814,116702.3546,13325.04079814916,1.0629994735353234,130026.33239867563,False,False
2020-01-07,2572856,2572065,851607,2572765,10,4,19,7,29171.488,26747.5952,31563.924799999997,29420.3021,116903.3101,13325.04079814916,1.2413930186020024,130227.10950513056,False,False
2020-01-08,2572856,2572065,851607,2572765,10,4,19,7,29583.950999999997,26907.410399999997,31910.1637,29563.949099999998,117965.4742,13325.04079814916,1.4212413386090306,131289.09375681056,False,False
2020-01-09,2572856,2572065,851607,2572765,10,4,19,7,29689.591,27014.6036,32175.3638,29570.789500000003,118450.34790000001,13325.04079814916,1.6017536227964424,131773.7869445264,False,False
2020-01-10,2572856,2572065,851607,2572765,10,4,19,7,29528.804,27071.1236,32014.9715,29563.949099999998,118178.8482,13325.04079814916,1.7818937423094923,131502.10710440687,False,False
2020-01-11,2572856,2572065,851607,2572765,10,4,19,7,29528.804,27071.1236,32014.9715,29563.949099999998,118178.8482,13325.04079814916,1.962033615055255,131501.9269645341,False,False
2020-01-12,2572856,2572065,851607,2572765,10,4,19,7,29528.804,27071.1236,32014.9715,29563.949099999998,118178.8482,13325.04079814916,2.142173241034069,131501.74682490813,False,False
2020-01-13,2572856,2572065,851607,2572765,10,4,19,7,29143.766,26993.1648,32649.430899999996,29899.1259,118685.4876,13325.04079814916,2.3230066468216144,132008.20539150233,False,False
2020-01-14,2572856,2572065,851607,2572765,10,4,19,7,29495.241,27176.367599999998,32490.347700000002,29892.2855,119054.2418,13325.04079814916,2.5043449476318917,132376.77825320154,False,False
2020-01-15,2572856,2572065,851607,2572765,10,4,19,7,29672.561999999998,27406.345599999997,32500.2676,30070.133800000003,119649.30900000001,13325.04079814916,2.686498160581483,132971.66329998858,False,False
2020-01-16,2572856,2572065,851607,2572765,10,4,19,7,29849.982,27515.4876,32603.0158,30384.789399999998,120353.2748,13325.04079814916,2.8696154607184536,133675.44598268846,False,False
2020-01-17,2572856,2572065,851607,2572765,10,4,19,7,29575.337,27570.058399999998,32621.358400000005,30165.8987,119932.65250000001,13325.04079814916,3.052156315078301,133254.64114183412,False,False
2020-01-18,2572856,2572065,851607,2572765,10,4,19,7,29575.337,27570.058399999998,32621.358400000005,30165.8987,119932.65250000001,13325.04079814916,3.2346969193821833,133254.4586012298,False,False
2020-01-19,2572856,2572065,851607,2572765,10,4,19,7,29575.337,27570.058399999998,32621.358400000005,30165.8987,119932.65250000001,13325.04079814916,3.4172372736304433,133254.27606087556,False,False
2020-01-20,2572856,2572065,851607,2572765,10,4,19,7,29575.337,27570.058399999998,32621.358400000005,30165.8987,119932.65250000001,13325.04079814916,3.5997773778234237,133254.09352077136,False,False
2020-01-21,2572856,2572065,851607,2572765,10,4,19,7,29189.012000000002,27558.3648,32293.8345,30049.6133,119090.82459999999,13325.04079814916,3.781164043057357,132412.0842341061,False,False
2020-01-22,2572856,2572065,851607,2572765,10,4,19,7,29218.516,27605.14,32331.2645,30063.2934,119218.2139,13325.04079814916,3.9627249657068178,132539.29197318346,False,False
2020-01-23,2572856,2572065,851607,2572765,10,4,19,7,29003.969,27472.6104,32378.053899999995,30145.3775,119000.0108,13325.04079814916,4.143986731286521,132320.9076114179,False,False
2020-01-24,2572856,2572065,851607,2572765,10,4,19,7,28453.688,27075.021600000004,32078.604400000004,29994.8901,117602.20410000002,13325.04079814916,4.323333444863806,130922.92156470432,False,False
2020-01-25,2572856,2572065,851607,2572765,10,4,19,7,28453.688,27075.021600000004,32078.604400000004,29994.8901,117602.20410000002,13325.04079814916,4.502679912760661,130922.74221823641,False,False
2020-01-26,2572856,2572065,851607,2572765,10,4,19,7,28453.688,27075.021600000004,32078.604400000004,29994.8901,117602.20410000002,13325.04079814916,4.6820261349774235,130922.5628720142,False,False
2020-01-27,2572856,2572065,851607,2572765,10,4,19,7,28245.18,26809.9624,31518.2583,29481.865,116055.2657,13325.04079814916,4.859253017815799,129375.44724513135,False,False
2020-01-28,2572856,2572065,851607,2572765,10,4,19,7,28469.925,27036.041999999998,32025.263800000004,29584.4696,117115.7004,13325.04079814916,5.037932308151595,130435.703265841,False,False
2020-01-29,2572856,2572065,851607,2572765,10,4,19,7,28323.791,27016.5524,31966.310599999997,29543.427900000002,116850.08189999999,13325.04079814916,5.216247492762337,130169.90645065639,False,False
2020-01-30,2572856,2572065,851607,2572765,10,4,19,7,28069.443,26876.2272,31797.8699,29577.6299,116321.17,13325.04079814916,5.393837896256387,129640.8169602529,False,False
2020-01-31,2572856,2572065,851607,2572765,10,4,19,7,27677.375,26396.781600000002,31113.8129,29180.890199999998,114368.8597,13325.04079814916,5.568753658804678,127688.33174449035,False,False
2020-02-01,2572856,2572065,851607,2572765,10,4,19,7,27677.375,26396.781600000002,31113.8129,29180.890199999998,114368.8597,13325.04079814916,5.743669181742336,127688.15682896742,False,False
2020-02-02,2572856,2572065,851607,2572765,10,4,19,7,27677.375,26396.781600000002,31113.8129,29180.890199999998,114368.8597,13325.04079814916,5.9185844650696895,127687.9819136841,False,False
2020-02-03,2572856,2572065,851607,2572765,10,4,19,7,28029.543,26591.678,31563.924799999997,29509.225899999998,115694.37169999999,13325.04079814916,6.095315278650078,129013.3171828705,False,False
2020-02-04,2572856,2572065,851607,2572765,10,4,19,7,28648.831000000002,27028.2464,32223.088000000003,30193.2603,118093.42569999999,13325.04079814916,6.275332225475928,131412.19116592366,False,False
2020-02-05,2572856,2572065,851607,2572765,10,4,19,7,28917.536,27484.303999999996,32331.2645,30097.495400000003,118830.5999,13325.04079814916,6.456358753374454,132149.18433939578,False,False
2020-02-06,2572856,2572065,851607,2572765,10,4,19,7,29304.255999999998,27534.977199999998,32784.7451,30193.2603,119817.23859999998,13325.04079814916,6.638736593154448,133135.64066155598,False,False
2020-02-07,2572856,2572065,851607,2572765,10,4,19,7,29208.22,27324.4888,32329.5811,30118.0166,118980.3065,13325.04079814916,6.8199677007730175,132298.52733044839,False,False
2020-02-08,2572856,2572065,851607,2572765,10,4,19,7,29208.22,27324.4888,32329.5811,30118.0166,118980.3065,13325.04079814916,7.001198560129796,132298.34609958905,False,False
2020-02-09,2572856,2572065,851607,2572765,10,4,19,7,29208.22,27324.4888,32329.5811,30118.0166,118980.3065,13325.04079814916,7.182429171225124,132298.16486897794,False,False
2020-02-10,2572856,2572065,851607,2572765,10,4,19,7,29655.335,27449.2228,32608.6303,30398.4702,120111.6583,13325.04079814916,7.365209331045642,133429.33388881813,False,False
2020-02-11,2572856,2572065,851607,2572765,10,4,19,7,29583.258,27624.629599999997,32649.993300000002,30514.7563,120372.6372,13325.04079814916,7.548346745824845,133690.12965140335,False,False
2020-02-12,2572856,2572065,851607,2572765,10,4,19,7,29591.277000000002,27632.4256,32986.3123,30316.3861,120526.40100000001,13325.04079814916,7.731694545073343,133843.7101036041,False,False
2020-02-13,2572856,2572065,851607,2572765,10,4,19,7,29462.271,27495.997999999996,32845.946,30254.8232,120059.0382,13325.04079814916,7.914401870146773,133376.16459627904,False,False
2020-02-14,2572856,2572065,851607,2572765,10,4,19,7,29559.298,27464.8144,33482.2769,30343.7477,120850.13699999999,13325.04079814916,8.098192641922498,134167.07960550723,False,False
2020-02-15,2572856,2572065,851607,2572765,10,4,19,7,29559.298,27464.8144,33482.2769,30343.7477,120850.13699999999,13325.04079814916,8.281983161930043,134166.89581498722,False,False
2020-02-16,2572856,2572065,851607,2572765,10,4,19,7,29559.298,27464.8144,33482.2769,30343.7477,120850.13699999999,13325.04079814916,8.465773430169751,134166.712024719,False,False
2020-02-17,2572856,2572065,851607,2572765,10,4,19,7,29559.298,27464.8144,33482.2769,30343.7477,120850.13699999999,13325.04079814916,8.649563446641968,134166.5282347025,False,False
2020-02-18,2572856,2572065,851607,2572765,10,4,19,7,29588.702999999998,27390.753999999997,33095.2374,30391.629800000002,120466.3242,13325.04079814916,8.832827440388137,133782.5321707088,False,False
